제품범주2,플랜트,제조일자,중분류(보정),count
용기 죽,진천BC,2023-10-24,식물성이물,1
완자류,진천BC,2023-10-24,식감,1
꼬지형,하이푸드텍,2023-10-24,합성수지류,1
사각햄,하이푸드텍,2023-10-24,동물성이물,1
외식향만두,까우제,2023-10-25,중량수량미달,1
남원B2C냉동면,남원공장,2023-10-25,인체이물류,1
드레싱,동방푸드마스타(소스드레싱),2023-10-25,포장불량,1
백미,부산공장,2023-10-25,성분,1
국판 씨푸드김,씨푸드_이천,2023-10-25,식물성이물,1
국판 씨푸드김,씨푸드_이천,2023-10-25,합성수지류,1
고급밀가루,양산공장,2023-10-25,기타이물류,1
치킨,원일F&F(축산물),2023-10-25,포장불량,1
비비고 왕교자,인천냉동식품,2023-10-25,식물성이물,1
군만두,인천냉동식품,2023-10-25,식물성이물,1
비비고 수제만두,인천냉동식품,2023-10-25,동물성이물,1
수입콩두부,진천)두부,2023-10-25,합성수지류,1
스팸일반,진천)육가공,2023-10-25,합성수지류,1
비비고별미김치,진천BC,2023-10-25,포장불량,1
B2B고메(반찬류),진천BC,2023-10-25,기타이물류,1
주먹밥(미사용),진천BC,2023-10-25,합성수지류,1
비비고 한식반찬,진천BC,2023-10-25,합성수지류,1
치킨,진천BC,2023-10-25,기타이물류,1
파우치 죽(일반),진천BC,2023-10-25,동물성이물,1
치즈피자(BC),진천BC,2023-10-25,합성수지류,1
중식프라잉,진천BC,2023-10-25,인체이물류,1
외식향만두,까우제,2023-10-26,인체이물류,1
손만두,남원공장,2023-10-26,동물성이물,1
과일젤리,뚜또,2023-10-26,합성수지류,1
BIG컵반(컵),부산공장,2023-10-26,동물성이물,1
까스류,상신(2공장),2023-10-26,성상,1
치킨,상신(2공장),2023-10-26,형태,1
미니소시지,신라에스지,2023-10-26,합성수지류,1
핫도그,원일F&F(식품),2023-10-26,공정이물류,1
비비고 수제만두,인천냉동식품,2023-10-26,합성수지류,1
연두부류,진천)두부,2023-10-26,합성수지류,1
미트편의식,진천)육가공,2023-10-26,합성수지류,1
슬라이스,진천)육가공,2023-10-26,합성수지류,1
더건강한 닭가슴살,진천BC,2023-10-26,동물성이물,1
비비고 한식반찬,진천BC,2023-10-26,동물성이물,1
중식프라잉,진천BC,2023-10-26,합성수지류,1
백미,진천BC,2023-10-26,합성수지류,1
백미,진천BC,2023-10-26,미생물,1
더건강한 닭가슴살,진천BC,2023-10-26,동물성이물,1
더건강한 닭가슴살,진천BC,2023-10-26,동물성이물,1
치킨,진천BC,2023-10-26,공정이물류,1
중식프라잉,진천BC,2023-10-26,동물성이물,1
치킨,진천BC,2023-10-26,동물성이물,1
(미사용)비비고볶음,SFS,2023-10-27,식물성이물,1
잡곡,부산공장,2023-10-27,공정이물류,1
저탄수,부산공장,2023-10-27,식물성이물,1
B2B냉동밥,엄지식품_성형밥,2023-10-27,기타이물류,1
비비고 왕교자,인천냉동식품,2023-10-27,합성수지류,1
비비고 왕교자,인천냉동식품,2023-10-27,동물성이물,1
비비고 왕교자,인천냉동식품,2023-10-27,합성수지류,1
비비고 왕교자,인천냉동식품,2023-10-27,합성수지류,1
비비고 수제만두,인천냉동식품,2023-10-27,합성수지류,1
비비고 수제만두,인천냉동식품,2023-10-27,동물성이물,1
B2B 스팸,진천)육가공,2023-10-27,공정이물류,1
B2B 비엔나,진천BC,2023-10-27,형태,1
치킨,진천BC,2023-10-27,동물성이물,1
치킨,진천BC,2023-10-27,인체이물류,1
치킨,진천BC,2023-10-27,동물성이물,1
주먹밥(미사용),진천BC,2023-10-27,합성수지류,1
치킨,진천BC,2023-10-27,동물성이물,1
하선정찬류,두메,2023-10-28,식물성이물,1
과일젤리,뚜또,2023-10-28,식물성이물,1
잡곡,부산공장,2023-10-28,식물성이물,1
쿠킹믹스,영등포공장,2023-10-28,포장불량,1
비비고 수제만두,인천냉동식품,2023-10-28,식물성이물,1
B2B Tray One Meal,진천B2B생산,2023-10-28,동물성이물,1
스팸일반,진천)육가공,2023-10-28,공정이물류,1
꼬지형,하이푸드텍,2023-10-28,인체이물류,1
하선정찬류,꿈터식품,2023-10-29,공정이물류,1
하선정찬류,두메,2023-10-29,포장불량,1
수입콩두부,맑은식품,2023-10-29,기타이물류,1
프리미엄덮밥,부산공장,2023-10-29,식물성이물,1
프리미엄덮밥,부산공장,2023-10-29,인체이물류,1
백미,부산공장,2023-10-29,인체이물류,1
일반국밥,부산공장,2023-10-29,인체이물류,1
백미,부산공장,2023-10-29,공정이물류,1
프리미엄덮밥,부산공장,2023-10-29,기타이물류,1
B2B 베이컨,진천)육가공,2023-10-29,동물성이물,1
국판 씨푸드김,씨푸드_이천,2023-10-30,포장불량,1
핫도그,우양냉동(장항),2023-10-30,기타,1
핫도그,우양냉동(장항),2023-10-30,인체이물류,1
비비고 왕교자,인천냉동식품,2023-10-30,식물성이물,1
수입콩두부,진천)두부,2023-10-30,인체이물류,1
후랑크,진천)육가공,2023-10-30,기타이물류,1
미트편의식,진천)육가공,2023-10-30,합성수지류,1
스팸일반,진천)육가공,2023-10-30,합성수지류,1
B2C 스팸단품,진천)육가공,2023-10-30,기타,1
B2C 스팸단품,진천)육가공,2023-10-30,공정이물류,1
프리미엄 국물,논산1공장,2023-10-31,색상,1
냉장스프,동방푸드마스타(냉장수프),2023-10-31,합성수지류,1
백미,부산공장,2023-10-31,합성수지류,1
백미,부산공장,2023-10-31,인체이물류,1
냉장 생선구이,씨푸드_성남,2023-10-31,맛,1
고소함가득참기름,인천2)유,2023-10-31,기타,1
비비고 왕교자,인천냉동식품,2023-10-31,인체이물류,1
슬라이스,진천)육가공,2023-10-31,합성수지류,1
김밥햄,진천)육가공,2023-10-31,인체이물류,1
미트편의식,진천)육가공,2023-10-31,식물성이물,1
스팸일반,진천)육가공,2023-10-31,공정이물류,1
B2C 스팸번들기획,진천)육가공,2023-10-31,공정이물류,1
B2C 스팸단품,진천)육가공,2023-10-31,공정이물류,1
볶음밥,진천BC,2023-10-31,포장불량,1
백미,진천BC,2023-10-31,향(냄새),1
적전류,진천BC,2023-10-31,동물성이물,1
치킨,진천BC,2023-10-31,합성수지류,1
비비고별미김치,한국농협김치_화성,2023-10-31,합성수지류,1
과일젤리,뚜또,2023-11-01,합성수지류,1
BIG컵반(컵),부산공장,2023-11-01,기타이물류,1
국판 씨푸드김,씨푸드_이천,2023-11-01,형태,1
비비고 수제만두,인천냉동식품,2023-11-01,인체이물류,1
비비고 왕교자,인천냉동식품,2023-11-01,인체이물류,1
비비고 수제만두,인천냉동식품,2023-11-01,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-01,동물성이물,1
B2B 베이컨,진천)육가공,2023-11-01,형태,1
김밥햄,진천)육가공,2023-11-01,공정이물류,1
더건강한 닭가슴살,진천)육가공,2023-11-01,합성수지류,1
B2C 스팸단품,진천)육가공,2023-11-01,공정이물류,1
더건강한 닭가슴살,진천BC,2023-11-01,동물성이물,1
더건강한 닭가슴살,진천BC,2023-11-01,동물성이물,1
비엔나,진천BC,2023-11-01,공정이물류,1
백미,진천BC,2023-11-01,합성수지류,1
볶음밥,진천BC,2023-11-01,합성수지류,1
용기 죽,진천BC,2023-11-01,식물성이물,1
비엔나,진천BC,2023-11-01,식물성이물,1
적전류,진천BC,2023-11-01,동물성이물,1
B2B치킨류,동해식품,2023-11-02,동물성이물,1
수입콩두부,에스앤푸드,2023-11-02,기타이물류,1
고소함가득참기름,인천2)유,2023-11-02,편의,1
비비고 왕교자,인천냉동식품,2023-11-02,인체이물류,1
비비고 왕교자,인천냉동식품,2023-11-02,합성수지류,1
물만두,인천냉동식품,2023-11-02,인체이물류,1
슬라이스,진천)육가공,2023-11-02,기타이물류,1
더건강한 닭가슴살,진천)육가공,2023-11-02,합성수지류,1
슬라이스,진천)육가공,2023-11-02,중량수량미달,1
스팸일반,진천)육가공,2023-11-02,공정이물류,1
더건강한 닭가슴살,진천BC,2023-11-02,동물성이물,1
파우치 죽(일반),진천BC,2023-11-02,합성수지류,1
파우치 죽(일반),진천BC,2023-11-02,합성수지류,1
치킨,진천BC,2023-11-02,형태,1
치킨,진천BC,2023-11-02,동물성이물,1
치킨,진천BC,2023-11-02,동물성이물,1
치킨,진천BC,2023-11-02,동물성이물,1
치즈피자(BC),진천BC,2023-11-02,인체이물류,1
치킨,진천BC,2023-11-02,동물성이물,1
치킨,진천BC,2023-11-02,동물성이물,1
치킨,진천BC,2023-11-02,동물성이물,1
맛간식,하북율원식품,2023-11-02,기타,1
맛간식,하북율원식품,2023-11-02,합성수지류,1
일반 국물,논산1공장,2023-11-03,식물성이물,1
가정용다담,논산1공장,2023-11-03,식물성이물,1
까스류,상신(2공장),2023-11-03,인체이물류,1
후랑크,진천)육가공,2023-11-03,동물성이물,1
꼬지형,진천)육가공,2023-11-03,동물성이물,1
슬라이스,진천)육가공,2023-11-03,공정이물류,1
미트편의식,진천)육가공,2023-11-03,식물성이물,1
후랑크,진천)육가공,2023-11-03,동물성이물,1
스팸기획,진천)육가공,2023-11-03,공정이물류,1
스팸일반,진천)육가공,2023-11-03,공정이물류,1
B2C 스팸단품,진천)육가공,2023-11-03,공정이물류,1
치킨,진천BC,2023-11-03,동물성이물,1
볶음밥,진천BC,2023-11-03,합성수지류,1
치킨,진천BC,2023-11-03,동물성이물,1
치킨,진천BC,2023-11-03,동물성이물,1
백미,진천BC,2023-11-03,색상,1
치킨,진천BC,2023-11-03,동물성이물,1
치킨,진천BC,2023-11-03,동물성이물,1
치킨,진천BC,2023-11-03,동물성이물,1
치킨,진천BC,2023-11-03,동물성이물,1
치킨,진천BC,2023-11-03,동물성이물,1
B2B패티류,진천BC,2023-11-03,동물성이물,1
치킨,진천BC,2023-11-03,동물성이물,1
국수,풍국면,2023-11-03,공정이물류,1
백미,부산공장,2023-11-04,공정이물류,1
까스류,상신(2공장),2023-11-04,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-04,인체이물류,1
비비고 수제만두,인천냉동식품,2023-11-04,기타이물류,1
스팸일반,진천)육가공,2023-11-04,공정이물류,1
치킨,진천BC,2023-11-04,동물성이물,1
치킨,진천BC,2023-11-04,동물성이물,1
더건강한 닭가슴살,진천BC,2023-11-04,동물성이물,1
백미,진천BC,2023-11-04,인체이물류,1
손만두,남원공장,2023-11-05,동물성이물,1
일반 국물,교동(HMR)_1공장,2023-11-06,동물성이물,1
외식향만두,까우제,2023-11-06,합성수지류,1
우동,남원공장,2023-11-06,합성수지류,1
우동,남원공장,2023-11-06,중량수량미달,1
핫도그,우양냉동(장항),2023-11-06,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-06,합성수지류,1
슬라이스,진천)육가공,2023-11-06,공정이물류,1
더건강한 닭가슴살,진천)육가공,2023-11-06,동물성이물,1
꼬지형,진천)육가공,2023-11-06,인체이물류,1
스팸일반,진천)육가공,2023-11-06,동물성이물,1
B2C 스팸단품,진천)육가공,2023-11-06,공정이물류,1
PSPS,진천BC,2023-11-06,기타이물류,1
Plantable B2C 조리냉동,진천BC,2023-11-06,합성수지류,1
Plantable B2C 만두,푸드웨어,2023-11-06,식물성이물,1
꼬지형,하이푸드텍,2023-11-06,공정이물류,1
일반 국물,교동(HMR)_1공장,2023-11-07,합성수지류,1
손만두,남원공장,2023-11-07,동물성이물,1
미니소시지,신라에스지,2023-11-07,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-07,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-07,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-07,인체이물류,1
비비고 수제만두,인천냉동식품,2023-11-07,동물성이물,1
B2B Tray One Meal,진천B2B생산,2023-11-07,공정이물류,1
미트편의식,진천)육가공,2023-11-07,동물성이물,1
스팸일반,진천)육가공,2023-11-07,동물성이물,1
백미,진천BC,2023-11-07,인체이물류,1
더건강한 닭가슴살,진천BC,2023-11-07,벌레류,1
파우치 죽(일반),진천BC,2023-11-07,동물성이물,1
적전류,진천BC,2023-11-07,동물성이물,1
죽(용기),진천BC,2023-11-07,표시사항,1
꼬지형,하이푸드텍,2023-11-07,식물성이물,1
외식향만두,까우제,2023-11-08,인체이물류,1
외식향만두,까우제,2023-11-08,금속류,1
우동,남원공장,2023-11-08,공정이물류,1
일반 국물 사골,논산1공장,2023-11-08,인체이물류,1
고추장가정용,논산1공장,2023-11-08,포장불량,1
BIG컵반(컵),부산공장,2023-11-08,동물성이물,1
프리미엄덮밥,부산공장,2023-11-08,동물성이물,1
곡물대용식 분말,웰츄럴바이오,2023-11-08,합성수지류,1
비비고 왕교자,인천냉동식품,2023-11-08,형태,1
B2C 스팸단품,진천)육가공,2023-11-08,공정이물류,1
B2C 스팸단품,진천)육가공,2023-11-08,인체이물류,1
스팸OOC,진천BC,2023-11-08,인체이물류,1
하선정포기김치,진천BC,2023-11-08,식물성이물,1
치킨,진천BC,2023-11-08,공정이물류,1
중식프라잉,진천BC,2023-11-08,인체이물류,1
비비고 수제만두,푸드웨어,2023-11-08,동물성이물,1
튀김,푸르온(튀김),2023-11-08,인체이물류,1
비비고썰은김치,한국농협김치_북파주,2023-11-08,식물성이물,1
잡곡,부산공장,2023-11-09,인체이물류,1
원플레이트소스,부산공장,2023-11-09,기타이물류,1
국판삼해김,삼해상사(김포),2023-11-09,포장불량,1
대두유가정용,인천2)유,2023-11-09,포장불량,1
더건강한 닭가슴살,진천)육가공,2023-11-09,포장불량,1
후랑크,진천)육가공,2023-11-09,인체이물류,1
비비고썰은김치,진천BC,2023-11-09,식물성이물,1
치킨,진천BC,2023-11-09,식물성이물,1
양식반찬,진천BC,2023-11-09,토사류,1
치킨,진천BC,2023-11-09,동물성이물,1
B2B패티류,진천BC,2023-11-09,동물성이물,1
치킨,진천BC,2023-11-09,동물성이물,1
하선정포기김치,진천BC,2023-11-09,식물성이물,1
볶음밥,진천BC,2023-11-09,기타이물류,1
비비고 수제만두,푸드웨어,2023-11-09,포장불량,1
Plantable B2C 만두,푸드웨어,2023-11-09,합성수지류,1
된장가정용,공주공장,2023-11-10,변화,1
과일젤리,뚜또,2023-11-10,식물성이물,1
잡곡,부산공장,2023-11-10,식물성이물,1
백미,부산공장,2023-11-10,기타이물류,1
까스류,상신(2공장),2023-11-10,동물성이물,1
일반 국물 사골,성보(HMR),2023-11-10,동물성이물,1
물만두,엄지식품,2023-11-10,합성수지류,1
B2B스낵류,원일F&F(식품),2023-11-10,공정이물류,1
물만두,인천냉동식품,2023-11-10,동물성이물,1
미트편의식,진천)육가공,2023-11-10,동물성이물,1
꼬지형,진천)육가공,2023-11-10,기타이물류,1
스팸일반,진천)육가공,2023-11-10,동물성이물,1
스팸일반,진천)육가공,2023-11-10,공정이물류,1
스팸일반,진천)육가공,2023-11-10,공정이물류,1
스팸기획,진천)육가공,2023-11-10,기타이물류,1
B2C 스팸단품,진천)육가공,2023-11-10,공정이물류,1
양식반찬,진천BC,2023-11-10,합성수지류,1
치킨,진천BC,2023-11-10,동물성이물,1
주먹밥,진천BC,2023-11-10,동물성이물,1
B2B패티류,진천BC,2023-11-10,합성수지류,1
B2B패티류,진천BC,2023-11-10,합성수지류,1
치킨,진천BC,2023-11-10,합성수지류,1
치킨,진천BC,2023-11-10,동물성이물,1
치킨,진천BC,2023-11-10,공정이물류,1
치킨,진천BC,2023-11-10,동물성이물,1
치킨,진천BC,2023-11-10,동물성이물,1
치킨,진천BC,2023-11-10,동물성이물,1
손만두,푸드웨어,2023-11-10,동물성이물,1
외식향만두,까우제,2023-11-11,식물성이물,1
손만두,세린식품,2023-11-11,동물성이물,1
비비고 수제만두,인천냉동식품,2023-11-11,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-11,합성수지류,1
스팸일반,진천)육가공,2023-11-11,인체이물류,1
스팸일반,진천)육가공,2023-11-11,동물성이물,1
스팸기획,진천)육가공,2023-11-11,공정이물류,1
스팸일반,진천)육가공,2023-11-11,공정이물류,1
B2B고메(반찬류),진천BC,2023-11-11,금속류,1
백미,진천BC,2023-11-11,공정이물류,1
B2B패티류,진천BC,2023-11-11,동물성이물,1
치킨,진천BC,2023-11-11,동물성이물,1
백미,부산공장,2023-11-12,인체이물류,1
백미,부산공장,2023-11-12,기타이물류,1
일반덮밥,부산공장,2023-11-12,기타,1
백미,부산공장,2023-11-12,기타이물류,1
프리미엄덮밥,부산공장,2023-11-12,공정이물류,1
삼호부산,씨푸드_성남,2023-11-12,공정이물류,1
고추장가정용,논산1공장,2023-11-13,맛,1
백미,부산공장,2023-11-13,미생물,1
꼬지형,소디프,2023-11-13,기타변질,1
꼬지형,소디프,2023-11-13,기타,1
핫도그,우양냉동(장항),2023-11-13,합성수지류,1
국판당 소물,인천1)당,2023-11-13,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-13,기타이물류,1
슬라이스,진천)육가공,2023-11-13,공정이물류,1
B2C 스팸단품,진천)육가공,2023-11-13,공정이물류,1
맛간식,하북율원식품,2023-11-13,식물성이물,1
잡곡,부산공장,2023-11-14,인체이물류,1
비비고 수제만두,인천냉동식품,2023-11-14,식물성이물,1
스팸일반,진천)육가공,2023-11-14,합성수지류,1
스팸OOC,진천)육가공,2023-11-14,인체이물류,1
치킨,진천BC,2023-11-14,동물성이물,1
PSPS,진천BC,2023-11-14,식물성이물,1
백미,진천BC,2023-11-14,곰팡이,1
과일젤리,뚜또,2023-11-15,공정이물류,1
저탄수,부산공장,2023-11-15,기타,1
프리미엄덮밥,부산공장,2023-11-15,동물성이물,1
프리미엄덮밥,부산공장,2023-11-15,기타이물류,1
국판삼해김,삼해상사(김포),2023-11-15,포장불량,1
B2B까스류,상신(1공장),2023-11-15,동물성이물,1
치킨,상신(2공장),2023-11-15,동물성이물,1
핫도그,우양냉동(장항),2023-11-15,기타,1
핫도그,우양냉동(장항),2023-11-15,인체이물류,1
핫도그,원일F&F(식품),2023-11-15,인체이물류,1
비비고 왕교자,인천냉동식품,2023-11-15,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-15,기타이물류,1
더건강한 닭가슴살,진천)육가공,2023-11-15,동물성이물,1
B2C 스팸단품,진천)육가공,2023-11-15,합성수지류,1
비비고 한식반찬,진천BC,2023-11-15,동물성이물,1
수)피자,진천BC,2023-11-15,인체이물류,1
치킨,진천BC,2023-11-15,동물성이물,1
요리유,ABRIL,2023-11-16,포장불량,1
외식향만두,까우제,2023-11-16,동물성이물,1
삼호부산,씨푸드_성남,2023-11-16,인체이물류,1
비비고 수제만두,인천냉동식품,2023-11-16,인체이물류,1
수입콩두부,진천)육가공,2023-11-16,벌레류,1
스팸일반,진천)육가공,2023-11-16,공정이물류,1
스팸일반,진천)육가공,2023-11-16,공정이물류,1
비비고썰은김치,진천BC,2023-11-16,식물성이물,1
적전류,진천BC,2023-11-16,동물성이물,1
적전류,진천BC,2023-11-16,동물성이물,1
요리유,ABRIL,2023-11-17,편의,1
과일젤리,뚜또,2023-11-17,인체이물류,1
원플레이트소스,부산공장,2023-11-17,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-17,인체이물류,1
더건강한 닭가슴살,진천)육가공,2023-11-17,동물성이물,1
김밥햄,진천)육가공,2023-11-17,공정이물류,1
스팸일반,진천)육가공,2023-11-17,공정이물류,1
스팸일반,진천)육가공,2023-11-17,포장불량,1
더건강한 닭가슴살,진천BC,2023-11-17,동물성이물,1
치킨,진천BC,2023-11-17,동물성이물,1
적전류,진천BC,2023-11-17,동물성이물,1
프리미엄 국물,논산1공장,2023-11-18,합성수지류,1
프리미엄 국물 사골,논산1공장,2023-11-18,기타이물류,1
요거젤리,뚜또,2023-11-18,인체이물류,1
비비고 수제만두,인천냉동식품,2023-11-18,합성수지류,1
비비고 왕교자,인천냉동식품,2023-11-18,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-18,식물성이물,1
비비고 왕교자,인천냉동식품,2023-11-18,동물성이물,1
육공육 후랑크,진천)육가공,2023-11-18,동물성이물,1
B2C 스팸단품,진천)육가공,2023-11-18,합성수지류,1
까스류,진천BC,2023-11-18,동물성이물,1
치킨,진천BC,2023-11-18,동물성이물,1
완자류,진천BC,2023-11-18,동물성이물,1
맛간식,하북율원식품,2023-11-18,포장불량,1
비비고 왕교자,인천냉동식품,2023-11-19,식물성이물,1
백미,진천BC,2023-11-19,색상,1
백미,진천BC,2023-11-19,동물성이물,1
미니소시지,신라에스지,2023-11-20,인체이물류,1
비비고 왕교자,인천냉동식품,2023-11-20,식물성이물,1
비비고 왕교자,인천냉동식품,2023-11-20,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-20,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-20,합성수지류,1
비비고 수제만두,인천냉동식품,2023-11-20,합성수지류,1
프리미엄 냉동국물,진천B2B생산,2023-11-20,합성수지류,1
스팸일반,진천)육가공,2023-11-20,공정이물류,1
비비고포기김치,진천BC,2023-11-20,토사류,1
볶음밥,진천BC,2023-11-20,합성수지류,1
하선정찬류,초록웰푸드,2023-11-20,식물성이물,1
B2B까스류,C&S (제당),2023-11-21,동물성이물,1
남원B2C냉동면,남원공장,2023-11-21,합성수지류,1
과일젤리,뚜또,2023-11-21,인체이물류,1
국판삼해김,삼해상사(김포),2023-11-21,합성수지류,1
국판삼해김,삼해상사(부안1),2023-11-21,치명,1
까스류,상신(2공장),2023-11-21,동물성이물,1
삼호어묵,씨푸드_성남,2023-11-21,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-21,동물성이물,1
후랑크,진천)육가공,2023-11-21,공정이물류,1
김밥햄,진천)육가공,2023-11-21,기타이물류,1
슬라이스,진천)육가공,2023-11-21,공정이물류,1
B2B 스팸,진천)육가공,2023-11-21,공정이물류,1
B2C 스팸번들기획,진천)육가공,2023-11-21,공정이물류,1
더건강한 닭가슴살,진천BC,2023-11-21,동물성이물,1
적전류,진천BC,2023-11-21,합성수지류,1
적전류,진천BC,2023-11-21,동물성이물,1
일반 국물,교동(HMR)_1공장,2023-11-22,인체이물류,1
B2B한풍소스,논산1공장,2023-11-22,기타,1
일반 국물,논산1공장,2023-11-22,벌레류,1
한식양념장,논산1공장,2023-11-22,합성수지류,1
고추장가정용,논산1공장,2023-11-22,변화,1
핫도그,우양냉동(장항),2023-11-22,합성수지류,1
핫도그,원일F&F(식품),2023-11-22,기타이물류,1
성형햄,진천)육가공,2023-11-22,형태,1
스팸일반,진천)육가공,2023-11-22,포장불량,1
용기 죽,진천BC,2023-11-22,동물성이물,1
PSPS,진천BC,2023-11-22,인체이물류,1
비비고 수제만두,푸드웨어,2023-11-22,부주의,1
비비고 수제만두,푸드웨어,2023-11-22,인체이물류,1
비비고썰은김치,한국농협김치_화성,2023-11-22,기타이물류,1
백미,부산공장,2023-11-23,공정이물류,1
잡곡,부산공장,2023-11-23,식물성이물,1
국판삼해김,삼해상사(김포),2023-11-23,인체이물류,1
국판삼해김,삼해상사(김포),2023-11-23,포장불량,1
김단독,삼해상사(부안1),2023-11-23,제품,1
주먹밥,엄지식품_성형밥,2023-11-23,인체이물류,1
핫도그,우양냉동(장항),2023-11-23,합성수지류,1
미트편의식,진천)육가공,2023-11-23,동물성이물,1
스팸일반,진천)육가공,2023-11-23,합성수지류,1
백미,진천BC,2023-11-23,공정이물류,1
육공육 비엔나,진천BC,2023-11-23,동물성이물,1
백미,진천BC,2023-11-23,변색,1
요리유,ABRIL,2023-11-24,포장불량,1
쌈장가정용,공주공장,2023-11-24,변화,1
남원B2C냉동면,남원공장,2023-11-24,합성수지류,1
남원B2C냉동면,남원공장,2023-11-24,포장불량,1
일반 국물,논산1공장,2023-11-24,벌레류,1
잡곡,부산공장,2023-11-24,인체이물류,1
원플레이트소스,부산공장,2023-11-24,동물성이물,1
국판삼해김,삼해상사(김포),2023-11-24,포장불량,1
냉장 생선구이,씨푸드_성남,2023-11-24,인체이물류,1
고메피자(OEM),이든푸드영농조합,2023-11-24,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-24,인체이물류,1
B2C 스팸단품,진천)육가공,2023-11-24,합성수지류,1
B2B패티류,진천BC,2023-11-24,동물성이물,1
B2B패티류,진천BC,2023-11-24,동물성이물,1
비비고 수제만두,푸드웨어,2023-11-24,동물성이물,1
비비고 수제만두,푸드웨어,2023-11-24,식물성이물,1
비비고 Basic만두,푸르온(만두),2023-11-24,공정이물류,1
꼬지형,하이푸드텍,2023-11-24,인체이물류,1
숙주,더큰정성,2023-11-25,기타,1
비비고 왕교자,인천냉동식품,2023-11-25,인체이물류,1
비비고 왕교자,인천냉동식품,2023-11-25,식물성이물,1
B2B 베이컨,진천)육가공,2023-11-25,성상,1
B2B 베이컨,진천)육가공,2023-11-25,동물성이물,1
스팸일반,진천)육가공,2023-11-25,동물성이물,1
스팸일반,진천)육가공,2023-11-25,동물성이물,1
스팸일반,진천)육가공,2023-11-25,동물성이물,1
스팸일반,진천)육가공,2023-11-25,공정이물류,1
스팸일반,진천)육가공,2023-11-25,합성수지류,1
스팸일반,진천)육가공,2023-11-25,토사류,1
B2C 스팸단품,진천)육가공,2023-11-25,포장불량,1
백미,진천BC,2023-11-25,편의,1
치킨,진천BC,2023-11-25,인체이물류,1
까스류,진천BC,2023-11-25,공정이물류,1
볶음밥,진천BC,2023-11-25,식물성이물,1
주먹밥,진천BC,2023-11-25,포장불량,1
까스류,진천BC,2023-11-25,동물성이물,1
꼬지형,하이푸드텍,2023-11-25,합성수지류,1
꼬지형,하이푸드텍,2023-11-25,인체이물류,1
잡곡,부산공장,2023-11-26,식물성이물,1
잡곡,부산공장,2023-11-26,인체이물류,1
B2B 슬라이스,진천)육가공,2023-11-26,공정이물류,1
용기면,남원공장,2023-11-27,공정이물류,1
일반 국물 사골,논산1공장,2023-11-27,기타이물류,1
백미,부산공장,2023-11-27,공정이물류,1
꼬지형,소디프,2023-11-27,합성수지류,1
미니소시지,신라에스지,2023-11-27,합성수지류,1
국판 씨푸드김,씨푸드_이천,2023-11-27,인체이물류,1
비비고 왕교자,인천냉동식품,2023-11-27,식물성이물,1
비비고 수제만두,인천냉동식품,2023-11-27,기타이물류,1
스팸일반,진천)육가공,2023-11-27,공정이물류,1
B2C 스팸단품,진천)육가공,2023-11-27,동물성이물,1
더건강한 닭가슴살,진천BC,2023-11-27,동물성이물,1
완자류,진천BC,2023-11-27,공정이물류,1
볶음밥,진천BC,2023-11-27,곰팡이,1
맛간식,하북율원식품,2023-11-27,합성수지류,1
외식향만두,까우제,2023-11-28,합성수지류,1
파스타소스,논산1공장,2023-11-28,인체이물류,1
B2B 조리육(OEM),소디프,2023-11-28,공정이물류,1
국판 씨푸드김,씨푸드_이천,2023-11-28,곰팡이,1
핫도그,우양냉동(장항),2023-11-28,기타,1
핫도그,우양냉동(장항),2023-11-28,기타,1
핫도그,우양냉동(장항),2023-11-28,형태,1
비비고 왕교자,인천냉동식품,2023-11-28,동물성이물,1
비비고 왕교자,인천냉동식품,2023-11-28,형태,1
비비고 왕교자,인천냉동식품,2023-11-28,합성수지류,1
베이컨,진천)육가공,2023-11-28,인체이물류,1
스팸일반,진천)육가공,2023-11-28,공정이물류,1
스팸일반,진천)육가공,2023-11-28,공정이물류,1
B2C 스팸단품,진천)육가공,2023-11-28,공정이물류,1
B2C 스팸번들기획,진천)육가공,2023-11-28,공정이물류,1
치킨,진천BC,2023-11-28,형태,1
비엔나,진천BC,2023-11-28,공정이물류,1
백미,진천BC,2023-11-28,인체이물류,1
주먹밥,진천BC,2023-11-28,포장불량,1
백미,진천BC,2023-11-28,합성수지류,1
손만두,푸드웨어,2023-11-28,동물성이물,1
용기면,남원공장,2023-11-29,포장불량,1
손만두,남원공장,2023-11-29,합성수지류,1
파스타소스,논산1공장,2023-11-29,합성수지류,1
더비비고 국물요리,논산1공장,2023-11-29,동물성이물,1
